LAMMPS data file via write_data, version 21 Jul 2020, timestep = 2520000

5376 atoms
2 atom types
2688 bonds
1 bond types

-26.4830119852 26.4830119852 xlo xhi
-26.4830119852 26.4830119852 ylo yhi
-26.4830119852 26.4830119852 zlo zhi

Masses

1 39.948
2 39.948

Bond Coeffs # harmonic

1 5000 1.73

Atoms # full

802 400 2 0.0 -24.142682304765273 -24.276990093813904 -23.98136407716226 1 0 0
801 400 1 0.0 -24.20129788903949 -25.85999319436444 -23.285070968692715 1 0 0
2623 1311 1 0.0 -22.781458922659393 -21.55714233549804 -26.274595904503347 0 0 0
228 113 2 0.0 -22.322620061048063 -21.84013523745961 -22.33403314950148 0 0 0
2624 1311 2 0.0 -21.177928336162747 -21.22454843215408 -25.71581363473167 0 0 0
5341 2670 1 0.0 -20.668187605778975 -24.995737589017704 -22.55767440795186 0 0 0
5342 2670 2 0.0 -20.084743880298642 -23.973119591014346 -23.823553851038195 0 0 0
227 113 1 0.0 -23.666454174713927 -20.90927099283055 -21.76209916313635 0 0 0
2260 1129 2 0.0 -25.817240394952965 -21.479581308441972 -24.439947797585535 1 0 0
5087 2543 1 0.0 -23.425072884988005 -24.207497772088942 -20.150016698150242 1 0 0
3024 1511 2 0.0 -26.48238155673696 -23.335062586174843 -21.771536299702785 1 0 0
2191 1095 1 0.0 -17.553242508028855 -21.576051887151618 -24.531925349297293 0 0 0
393 196 1 0.0 -15.730587061083082 -24.334588547012668 -21.44977355701373 0 1 0
4733 2366 1 0.0 -14.496530144471565 -23.712976273026918 -24.90213377264625 0 1 0
3873 1936 1 0.0 -14.419145023707143 -20.869328324434257 -22.72357295286311 0 0 1
394 196 2 0.0 -17.194479115002775 -23.41141075819805 -21.4521278550597 0 1 0
904 451 2 0.0 -17.236219233555406 -25.665584952240476 -24.339647663255544 0 1 0
1114 556 2 0.0 -19.333109495954826 -20.586750614107398 -21.40069610480599 0 0 0
3874 1936 2 0.0 -15.368922178379565 -19.925439854304702 -21.625763896091797 0 0 1
2192 1095 2 0.0 -17.38471476563362 -19.859190889425278 -24.635902754069978 0 0 0
4734 2366 2 0.0 -13.25042808408973 -24.907510900776497 -24.998648508098302 0 1 0
359 179 1 0.0 -23.33802030276766 -18.371388044241357 -24.39086341099531 0 1 1
360 179 2 0.0 -24.168634176739175 -16.877166256460104 -24.127188327512272 0 1 1
2480 1239 2 0.0 -22.098440107090756 -16.192013018438406 -21.57362888649529 0 0 0
749 374 1 0.0 -20.448072554553818 -16.42152882035592 -25.008223137982977 0 0 1
645 322 1 0.0 -24.73574879194383 -13.858191418840644 -20.46652860222086 1 0 0
2479 1239 1 0.0 -21.34252681118947 -14.709568740457675 -21.104168268050188 0 0 0
986 492 2 0.0 -25.25729726098736 -17.7716861345203 -20.898447274468236 0 0 0
1113 556 1 0.0 -19.951228218284257 -19.159560588289384 -22.154774039068357 0 0 0
646 322 2 0.0 -26.280302504764794 -13.976124890092704 -21.236549010508945 1 0 0
985 492 1 0.0 -26.466121152318372 -18.56905912092536 -21.843197078699838 0 0 0
3497 1748 1 0.0 -18.85014222929527 -13.350470875134864 -24.908730034124837 0 0 0
750 374 2 0.0 -19.74902256120319 -17.880498496836214 -25.621683976702183 0 0 1
3521 1760 1 0.0 -15.013761749362207 -14.243249202808062 -23.769655839159796 0 0 1
4845 2422 1 0.0 -18.16763826744797 -15.670859757154947 -22.34599558773597 0 0 1
4846 2422 2 0.0 -17.128503315776822 -17.007019234011253 -22.698697448904273 0 0 1
2731 1365 1 0.0 -14.38580360471901 -16.390741752082334 -20.43353429204879 0 0 0
4492 2245 2 0.0 -16.44411978830827 -16.657745138235576 -26.029313985793518 0 0 1
3190 1594 2 0.0 -13.888317520650268 -17.54950299461865 -23.92988313307597 0 1 0
2732 1365 2 0.0 -15.372363739536297 -15.097323051419865 -19.842905518122482 0 0 0
2848 1423 2 0.0 -25.296401136328512 -20.019262962908908 -13.808602089254025 0 0 0
1327 663 1 0.0 -20.077955691029867 -23.462621987937037 -19.43692043307709 0 0 0
5088 2543 2 0.0 -23.762318561116132 -23.125132684248953 -18.840736056058308 1 0 0
5180 2589 2 0.0 -22.8218691766766 -21.806727585375736 -15.378939900054748 0 0 0
5179 2589 1 0.0 -21.10670676703152 -21.965448802286904 -15.541205270017354 0 0 0
1328 663 2 0.0 -20.54706858073398 -24.374963578070833 -18.047191578671484 0 0 0
5058 2528 2 0.0 -23.64431033693627 -25.247094646921212 -16.23450630982743 0 1 0
1417 708 1 0.0 -21.96364326240106 -20.2624981159943 -18.760499061539065 0 0 0
4334 2166 2 0.0 -26.113095563911227 -22.697248197964168 -16.292187402528963 1 0 0
4822 2410 2 0.0 -21.54025118255631 -25.20000825585331 -13.513963406259151 0 1 0
1212 605 2 0.0 -25.827425661313494 -20.195735760456177 -18.567361911791767 1 0 0
4821 2410 1 0.0 -20.536413159954705 -25.822378994588146 -14.776456537951672 0 1 0
