LAMMPS data file via write_data, version 21 Jul 2020, timestep = 340000

8000 atoms
2 atom types

-9.41036028881 9.41036028881 xlo xhi
-9.41036028881 9.41036028881 ylo yhi
-9.41036028881 9.41036028881 zlo zhi

Masses

1 1
2 1

Atoms # full

6646 6645 1 0.0 -9.080454184714847 -8.270245917421994 -8.32329406491791 0 1 0
87 86 1 0.0 -8.12979954325705 -8.803730254758062 -8.74398082478195 0 0 0
1568 1567 2 0.0 -8.203339717999262 -8.1102045483458 -8.199901386617968 0 1 0
2653 2652 1 0.0 -9.06924892546081 -9.255533666176696 -8.364087883797508 0 1 1
2173 2172 1 0.0 -8.953506257943456 -8.610058781141102 -9.295400767834174 1 1 0
1249 1248 1 0.0 -6.648960209414466 -8.425181368049872 -8.006084991979234 1 0 0
6160 6159 1 0.0 -7.412101112023541 -8.053096157779006 -8.658029837811617 0 0 1
813 812 1 0.0 -7.055122514874215 -9.178891500628776 -8.608422285613953 0 0 0
3837 3836 1 0.0 -6.551519286059478 -8.513250068255307 -9.356024755586605 0 1 1
616 615 2 0.0 -7.325444650562404 -8.882994073353904 -9.360162142450855 0 0 1
5171 5170 1 0.0 -5.968615428530866 -9.323268971124866 -8.731791614324596 -1 1 1
2201 2200 1 0.0 -6.056136345763115 -7.938059901439011 -8.631619013073918 1 1 0
7230 7229 1 0.0 -5.656175800637723 -8.659114926577285 -7.908273954476643 0 1 0
2771 2770 1 0.0 -4.842547510477065 -8.71139505395692 -8.489205518579029 0 0 1
5387 5386 1 0.0 -5.4430059214148026 -8.6105589990523 -9.357368584181389 0 1 1
2413 2412 1 0.0 -9.109367522227735 -6.943942120485008 -9.292644801805302 0 0 0
1233 1232 1 0.0 -8.382135682712327 -7.714848453382798 -8.955964284337586 0 0 1
1853 1852 1 0.0 -9.016659348248488 -7.232289225015868 -8.250000064378263 0 1 0
2903 2902 1 0.0 -8.309614411754552 -6.45355529814658 -8.772371801734812 1 1 1
7552 7551 1 0.0 -7.841848140409651 -7.242969911048574 -8.109677681219756 0 1 0
